name,locality,cuisine,price_per_person,overall_rating,food,service,ambiance,reviews,noise,dining_style,latitude,longitude,url
Chote Nawab,Midtown,Indian,$,4.2,4.3,3.9,3.7,1197,Moderate,Casual Dining,40.7424558,-73.982328,https://www.kayak.com/New-York-Restaurants-Chote-Nawab.100019367.rd.ksp
Cull and Pistol,Chelsea,Seafood,$,4.5,4.5,4.4,4.1,1888,Moderate,Casual Dining,40.7426575,-74.0059408,https://www.kayak.com/New-York-Restaurants-Cull-and-Pistol.100051676.rd.ksp
Home Base Bistro,Midtown,Tapas / Small Plates,$,4.3,4,4.2,4.1,244,Moderate,Casual Dining,40.7430502,-73.9804794,https://www.kayak.com/New-York-Restaurants-Home-Base-Bistro.100008477.rd.ksp
Lasagna Restaurant – Chelsea,Chelsea,Italian,$,4.5,4.4,4.4,4.3,27,Moderate,Casual Dining,40.7432349,-73.9997149,https://www.kayak.com/New-York-Restaurants-Lasagna-Restaurant-Chelsea.100018286.rd.ksp
Wagamama (Nomad - 5th Avenue),Flatiron District,Asian,$,4.4,4.3,4.3,4.5,194,Moderate,Casual Dining,40.743366,-73.9887037,https://www.kayak.com/New-York-Restaurants-Wagamama-Nomad-5th-Avenue-.100049092.rd.ksp
La Pecora Bianca - NoMad,Flatiron District,Italian,$,4.5,4.5,4.3,4.4,14575,Moderate,Casual Dining,40.7437112,-73.9892129,https://www.kayak.com/New-York-Restaurants-La-Pecora-Bianca-NoMad.100051714.rd.ksp
VinoTapa,Midtown,Tapas / Small Plates,$,4.6,4.3,4.7,4.5,40,Moderate,Casual Dining,40.7437945,-73.9790957,https://www.kayak.com/New-York-Restaurants-VinoTapa.100019896.rd.ksp
The Smith - Nomad,Midtown,American,$,4.6,3.5,4.5,4.4,1270,Moderate,Casual Dining,40.7442146,-73.9887481,https://www.kayak.com/New-York-Restaurants-The-Smith-Nomad.100051716.rd.ksp
The Park,Chelsea,American,$,3.8,3.6,3.5,4.3,6611,Moderate,Casual Dining,40.744249,-74.0064253,https://www.kayak.com/New-York-Restaurants-The-Park.100009519.rd.ksp
Bazar Tapas Bar and Restaurant,Midtown,Tapas / Small Plates,$,4.6,4.6,4.4,4.4,200,Moderate,Casual Elegant,40.7444336,-73.9900996,https://www.kayak.com/New-York-Restaurants-Bazar-Tapas-Bar-and-Restaurant.100040993.rd.ksp
Bocca Di Bacco (Chelsea - 20th St.),Chelsea,Italian,$,4.4,4.5,4.4,4.4,150,Moderate,Casual Dining,40.7446239,-74.0030237,https://www.kayak.com/New-York-Restaurants-Bocca-Di-Bacco-Chelsea-20th-St-.100000173.rd.ksp
Spice Symphony - 31st St,Midtown,Indian,$,4.6,4.6,4.6,4.4,26,Low,Casual Elegant,40.7447452,-73.9812527,https://www.kayak.com/New-York-Restaurants-Spice-Symphony-31st-St.100034616.rd.ksp
La Bergamote,Chelsea,French,$,4.5,4.4,4.3,4.3,43,Moderate,Casual Dining,40.7448363,-74.0028199,https://www.kayak.com/New-York-Restaurants-La-Bergamote.100001028.rd.ksp
Ainsworth Chelsea,Chelsea,Sports Bar,$,3.6,3.5,3.5,3.3,25,Moderate,Casual Dining,40.7451811,-73.9925803,https://www.kayak.com/New-York-Restaurants-The-Ainsworth.100018211.rd.ksp
Asuka Sushi,Chelsea,Japanese,$,4.8,4.7,4.6,4.4,108,Moderate,Casual Elegant,40.7452899,-73.9988852,https://www.kayak.com/New-York-Restaurants-Asuka-Sushi.100020520.rd.ksp
Zia Maria - Chelsea,Chelsea,Italian,$,4.5,4.4,4.5,4.2,78,Moderate,Casual Dining,40.7454027,-73.9993382,https://www.kayak.com/New-York-Restaurants-Zia-Maria-Ristorante-and-Pizzeria.100034700.rd.ksp
114 @ THE MARMARA PARK AVENUE,Midtown,Contemporary American,$,4.3,4.3,3.9,4.3,23,Low,Casual Dining,40.745412,-73.9815899,https://www.kayak.com/New-York-Restaurants-114-THE-MARMARA-PARK-AVENUE.100052478.rd.ksp
Le Parisien,Midtown,French,$,4.7,4.8,4.8,4.6,225,Moderate,Casual Dining,40.7454199,-73.9791492,https://www.kayak.com/New-York-Restaurants-Le-Parisien.101014716.rd.ksp
Cookshop,Chelsea,American,$,4.4,4.3,4.3,4.1,32428,Moderate,Casual Elegant,40.7457199,-74.0054281,https://www.kayak.com/New-York-Restaurants-Cookshop.100015134.rd.ksp
Crompton Ale House,Chelsea,American,$,4.2,4.2,4.2,4.2,530,Moderate,Casual Dining,40.7458092,-73.9933019,https://www.kayak.com/New-York-Restaurants-Crompton-Ale-House.100010305.rd.ksp
Jackson Hole - Murray Hill,Midtown,Burgers,$,4,3.9,3.9,2.9,11,Moderate,Casual Dining,40.7461701,-73.9775096,https://www.kayak.com/New-York-Restaurants-Jackson-Hole-Murray-Hill.100052676.rd.ksp
Woodpecker by David Burke,Midtown,American,$,4.3,4.3,4.2,4.1,2376,Moderate,Casual Elegant,40.7464289,-73.9880074,https://www.kayak.com/New-York-Restaurants-Woodpecker-by-David-Burke.100050822.rd.ksp
Soju Haus,Midtown,Korean,$,4.5,4.5,4.3,4.4,758,Moderate,Casual Dining,40.7470064,-73.9853791,https://www.kayak.com/New-York-Restaurants-Soju-Haus.100032603.rd.ksp
O'Reilly's Pub,Midtown,Irish,$,4.1,4.1,4,3.9,122,Moderate,Casual Dining,40.7475728,-73.98886433,https://www.kayak.com/New-York-Restaurants-O-Reilly-s-Pub.100027900.rd.ksp
Le Pif- Chelsea,Chelsea,French,$,4.5,4.5,4.4,4.4,588,Moderate,Casual Dining,40.7476868,-74.0037054,https://www.kayak.com/New-York-Restaurants-Le-Pif-Chelsea.100037514.rd.ksp
Calle Dao - Chelsea,Chelsea,Unspecified,$,4.3,4.2,4.1,4.4,739,Moderate,Casual Dining,40.747693,-74.0035074,https://www.kayak.com/New-York-Restaurants-Calle-Dao-Chelsea.100042716.rd.ksp
Empellon Al Pastor (Murray Hill),Midtown,Dining bar,$,4,4,4,3.9,478,Moderate,Casual Dining,40.7493962,-73.9765859,https://www.kayak.com/New-York-Restaurants-Empellon-Al-Pastor-Murray-Hill-.100052327.rd.ksp
House of Lasagna,Midtown,Italian,$,4.8,4.8,4.7,4.6,71,Moderate,Casual Dining,40.7497222,-73.9775,https://www.kayak.com/New-York-Restaurants-House-of-Lasagna.100016842.rd.ksp
Kokage,Midtown,Japanese,$,4.5,4.5,4.5,4.6,74,Moderate,Casual Dining,40.7498505,-73.9777336,https://www.kayak.com/New-York-Restaurants-Kokage.101032594.rd.ksp
Feile,Chelsea,Irish,$,4.1,4,4.2,3.9,725,Moderate,Casual Dining,40.7498635,-73.9897361,https://www.kayak.com/New-York-Restaurants-Feile.100018440.rd.ksp
Madangsui-NY,Midtown,Korean,$,4.3,4.3,4.2,3.7,1953,Moderate,Casual Dining,40.7498905,-73.9856774,https://www.kayak.com/New-York-Restaurants-Madangsui-NY.100008363.rd.ksp
The Liberty NYC,Midtown,American,$,4.6,4.4,4.7,4.4,80,Moderate,Casual Dining,40.7498981,-73.9855555,https://www.kayak.com/New-York-Restaurants-The-Liberty-NYC.100036353.rd.ksp
Habanero Blues,Midtown,Mexican,$,4,3.9,3.8,3.9,876,Moderate,Casual Dining,40.7505665,-73.985069,https://www.kayak.com/New-York-Restaurants-Habanero-Blues.100031507.rd.ksp
Stella 34 Trattoria,Midtown,Italian,$,4.3,4.2,4.3,4.3,227,Moderate,Casual Elegant,40.7507401,-73.9896197,https://www.kayak.com/New-York-Restaurants-Stella-34-Trattoria.101017035.rd.ksp
Ovest Pizzoteca,Chelsea,Pizzeria,$,4.7,4.5,4.5,4.4,56,Moderate,Elegant Dining,40.7507508,-74.0030219,https://www.kayak.com/New-York-Restaurants-Ovest-Pizzoteca.100028125.rd.ksp
Reichenbach Hall,Midtown,German,$,4.2,4,3.9,4,1694,Moderate,Casual Dining,40.7508098,-73.9840031,https://www.kayak.com/New-York-Restaurants-Reichenbach-Hall.100037137.rd.ksp
Rowland's Bar & Grill,Midtown,American,$,4.1,4.1,4.1,3.8,411,Moderate,Casual Dining,40.751113,-73.9890814,https://www.kayak.com/New-York-Restaurants-Rowland-s-Bar-Grill.101017972.rd.ksp
Zaika New York,Midtown,Indian,$,4.3,4.4,4.3,4.1,149,Low,Casual Elegant,40.7512444,-73.972053,https://www.kayak.com/New-York-Restaurants-Zaika-New-York.100043561.rd.ksp
Calle Dao - Bryant Park,Midtown,Unspecified,$,4.3,4.3,4.3,4.3,2513,Moderate,Casual Elegant,40.7521634,-73.9842196,https://www.kayak.com/New-York-Restaurants-Calle-Dao-Bryant-Park.100042886.rd.ksp
Tick Tock Diner NY,Hell's Kitchen,American,$,4.2,4,4.2,4,143,Moderate,Casual Dining,40.75242,-73.993544,https://www.kayak.com/New-York-Restaurants-Tick-Tock-Diner-NY.100986810.rd.ksp
Legasea Bar & Grill,Midtown,American,$,4.4,4.4,4.5,4.4,233,Moderate,Casual Dining,40.7524572,-73.9893668,https://www.kayak.com/New-York-Restaurants-Legasea-Bar-Grill.101006418.rd.ksp
THE BAR at Great Northern Food Hall,Midtown,Scandinavian,$,4.4,4.3,3.9,3.9,196,Moderate,Casual Dining,40.7527262,-73.9772294,https://www.kayak.com/New-York-Restaurants-THE-BAR-at-Great-Northern-Food-Hall.100038981.rd.ksp
Stout NYC Grand Central,Midtown,Bar / Lounge / Bottle Service,$,4.2,4,4.1,4,298,Moderate,Casual Dining,40.7527262,-73.9772294,https://www.kayak.com/New-York-Restaurants-Stout-NYC-Grand-Central.100046949.rd.ksp
Da Raffaele - NYC,Midtown,Italian,$,4.4,4.3,4.4,4.3,37,Moderate,Casual Dining,40.7535648,-73.9666471,https://www.kayak.com/New-York-Restaurants-Da-Raffaele-NYC.100980320.rd.ksp
Chef Yu,Midtown,Chinese,$,4.4,4.3,4.3,4.4,29,Moderate,Casual Dining,40.7536515,-73.9922102,https://www.kayak.com/New-York-Restaurants-Chef-Yu.100035045.rd.ksp
The Houndstooth Pub,Midtown,American,$,3.9,3.8,3.8,3.7,765,Moderate,Casual Elegant,40.753839,-73.99204,https://www.kayak.com/New-York-Restaurants-The-Houndstooth-Pub.100027001.rd.ksp
Lazzara's Pizza Cafe,Midtown,Pizzeria,$,4.6,4.6,4.6,4.4,25,Moderate,Casual Dining,40.754012,-73.989521,https://www.kayak.com/New-York-Restaurants-Lazzara-s-Pizza-Cafe.101025307.rd.ksp
District Tap House,Midtown,American,$,4.5,4.2,4.6,4.3,35,Moderate,Casual Dining,40.7540393,-73.9905013,https://www.kayak.com/New-York-Restaurants-District-Tap-House.101016214.rd.ksp
Copinette,Midtown,American,$,4.5,4.5,4.5,4.4,344,Moderate,Casual Dining,40.7541516,-73.9662617,https://www.kayak.com/New-York-Restaurants-Copinette.100050819.rd.ksp
The Skylark NYC,Midtown,American,$,4.5,4.2,4.2,4.7,2756,Moderate,Casual Dining,40.7541889,-73.9888567,https://www.kayak.com/New-York-Restaurants-The-Skylark-NYC.100004953.rd.ksp
Sip Sak,Midtown,Turkish,$,4.5,4.4,4.4,4.1,41,Moderate,Casual Dining,40.754364,-73.968535,https://www.kayak.com/New-York-Restaurants-Sip-Sak.100051144.rd.ksp
Doylers 37 NYC,Hell's Kitchen,Irish,$,4.1,3.9,4,3.8,31,Low,Casual Dining,40.7544586,-73.9935479,https://www.kayak.com/New-York-Restaurants-Doylers-37-NYC.101004698.rd.ksp
Pathos Cafe,Midtown,Mediterranean,$,4.4,4.4,4.3,4.2,454,Moderate,Casual Dining,40.7545264,-73.9654648,https://www.kayak.com/New-York-Restaurants-Pathos-Cafe.100039169.rd.ksp
Deux Amis,Midtown,French,$,4.6,4.6,4.4,4.5,123,Moderate,Casual Dining,40.7545966,-73.9661633,https://www.kayak.com/New-York-Restaurants-Deux-Amis.100002261.rd.ksp
La Pecora Bianca - Midtown,Midtown,Italian,$,4.6,4.5,4.3,4.5,7836,Moderate,Casual Dining,40.7549194,-73.9682485,https://www.kayak.com/New-York-Restaurants-La-Pecora-Bianca-Midtown.100041174.rd.ksp
Toloache-Midtown,Midtown,Mexican,$,4.5,4.6,4.5,4.3,606,Moderate,Casual Dining,40.7549309,-73.9840195,https://www.kayak.com/New-York-Restaurants-Toloache-Midtown.100005229.rd.ksp
Souvlaki GR Midtown,Midtown,Greek,$,4.7,4.7,4.6,4.2,98,Moderate,Casual Dining,40.7549309,-73.9840195,https://www.kayak.com/New-York-Restaurants-Souvlaki-GR-Midtown.100024524.rd.ksp
Tommy Bahama - New York,Midtown,American,$,4.7,4.7,4.6,4.6,322,Moderate,Casual Elegant,40.7553925,-73.9784052,https://www.kayak.com/New-York-Restaurants-Tommy-Bahama-New-York.100022456.rd.ksp
Karizma Hookah Lounge,Midtown,Middle Eastern,$,4.1,3.6,3.9,4,162,Moderate,Casual Dining,40.7556062,-73.9688181,https://www.kayak.com/New-York-Restaurants-Karizma-Hookah-Lounge.100048610.rd.ksp
Spice Symphony – 50th St.,Midtown,Indian,$,4.6,4.7,4.5,4.3,116,Moderate,Casual Dining,40.7558918,-73.9716131,https://www.kayak.com/New-York-Restaurants-Spice-Symphony-50th-St-.100022380.rd.ksp
Pierre Loti Midtown,Midtown,Turkish,$,4.4,4.2,4.4,4.2,871,Moderate,Casual Dining,40.7559064,-73.9673248,https://www.kayak.com/New-York-Restaurants-Pierre-Loti-Midtown.100048365.rd.ksp
Maggie's Place,Midtown,Irish,$,4.2,4,4.1,3.9,1158,Moderate,Casual Dining,40.7562153,-73.9771764,https://www.kayak.com/New-York-Restaurants-Maggie-s-Place.100018441.rd.ksp
Bistango at The Kimberly Hotel,Midtown,Italian,$,4.7,4.7,4.6,4.4,104,Moderate,Casual Elegant,40.7563583,-73.9713636,https://www.kayak.com/New-York-Restaurants-Bistango-at-The-Kimberly-Hotel.100007017.rd.ksp
The Long Room,Midtown,Irish,$,4.1,4,4.1,4,943,Moderate,Casual Dining,40.7564107,-73.9843398,https://www.kayak.com/New-York-Restaurants-The-Long-Room.100018703.rd.ksp
Ninos 46,Midtown,Contemporary Italian,$,4.5,4.4,4.4,4.1,70,Moderate,Casual Dining,40.7568194,-73.9805587,https://www.kayak.com/New-York-Restaurants-Ninos-46.100030801.rd.ksp
Virgil's Real BBQ - New York City,Midtown,Barbecue,$,4.4,4.3,4.4,4.2,570,Moderate,Casual Dining,40.7568784,-73.9853179,https://www.kayak.com/New-York-Restaurants-Virgil-s-Real-BBQ-New-York-City.100011262.rd.ksp
Via Italia Restaurant,Midtown,Italian,$,3.9,4,3.9,3.7,367,Low,Casual Dining,40.7569108,-73.9807398,https://www.kayak.com/New-York-Restaurants-Via-Italia-Restaurant.100051023.rd.ksp
Angelo Bellini Italian Restaurant,Midtown,Italian,$,3.6,3.6,3.6,3.7,40,Moderate,Casual Dining,40.757136,-73.968488,https://www.kayak.com/New-York-Restaurants-Angelo-Bellini-Italian-Restaurant.100022165.rd.ksp
Souvlaki GR Kouzina,Midtown,Greek,$,4.9,4.9,4.9,4.9,14,Moderate,Casual Dining,40.7572778,-73.9680576,https://www.kayak.com/New-York-Restaurants-Souvlaki-GR-Kouzina.100055858.rd.ksp
Connolly's Pub and Restaurant - 45th,Midtown,American,$,4.5,4.4,4.6,4.5,112,Moderate,Casual Dining,40.7573681,-73.9835798,https://www.kayak.com/New-York-Restaurants-Connolly-s-Pub-and-Restaurant-45th.100020311.rd.ksp
Connolly's Pub and Restaurant - 47th,Midtown,American,$,4.2,3.9,4,4,37,Moderate,Casual Dining,40.7573681,-73.9835798,https://www.kayak.com/New-York-Restaurants-Connolly-s-Pub-and-Restaurant-47th.100051162.rd.ksp
Gu Japanese Fusion Sushi and Bar,Midtown,Japanese,$,4.5,4.4,4.3,4.2,60,Moderate,Casual Dining,40.7573972,-73.9703557,https://www.kayak.com/New-York-Restaurants-Gu-Japanese-Fusion-Sushi-and-Bar.100050534.rd.ksp
The Perfect Pint - West,Midtown,American,$,4.4,4.3,4.5,4.3,92,Moderate,Casual Dining,40.7574092,-73.9837409,https://www.kayak.com/New-York-Restaurants-The-Perfect-Pint-West.100020337.rd.ksp
Carmine's - 44th Street - NYC,Midtown,Italian,$,4.6,4.6,4.5,4.5,3757,Moderate,Casual Elegant,40.757498,-73.986654,https://www.kayak.com/New-York-Restaurants-Carmine-s-44th-Street-NYC.100011253.rd.ksp
New York Kimchi,Midtown,Korean,$,4.1,4.2,4.2,3.6,193,Moderate,Casual Dining,40.7576124,-73.9791762,https://www.kayak.com/New-York-Restaurants-New-York-Kimchi.100006117.rd.ksp
O'Lunney's Times Square Pub,Midtown,Irish,$,4.4,4.3,4.5,4.3,282,Moderate,Casual Dining,40.7576169,-73.9843645,https://www.kayak.com/New-York-Restaurants-O-Lunney-s-Times-Square-Pub.100022250.rd.ksp
Dos Caminos - Times Square,Midtown,Mexican,$,4.2,4.2,4.1,4,316,Moderate,Casual Dining,40.7579747,-73.9855426,https://www.kayak.com/New-York-Restaurants-Dos-Caminos-Times-Square.100986227.rd.ksp
Sean's Bar & Kitchen,Midtown,Irish,$,4.2,4.1,4.4,4.1,30,Moderate,Casual Dining,40.7579901,-73.9800977,https://www.kayak.com/New-York-Restaurants-Sean-s-Bar-Kitchen.100029467.rd.ksp
Crimson & Rye,Midtown,Cocktail bar,$,4.3,4,4.2,4.2,182,Moderate,Casual Dining,40.7581145,-73.9686963,https://www.kayak.com/New-York-Restaurants-Crimson-Rye.100023857.rd.ksp
Yama Ramen & Sushi,Midtown,Sushi,$,4.5,4.5,4.5,4.1,42,Moderate,Casual Dining,40.7582206,-73.9805984,https://www.kayak.com/New-York-Restaurants-Yama-Ramen.100039057.rd.ksp
Haven Rooftop,Midtown,American,$,4.3,4.2,4.3,4.4,685,Moderate,Casual Elegant,40.7583844,-73.9832932,https://www.kayak.com/New-York-Restaurants-Haven-Rooftop.100021825.rd.ksp
NAYA Mezze & Grill,Midtown,Lebanese,$,4.4,4.4,4.3,4.2,6924,Moderate,Casual Elegant,40.7584922,-73.9661187,https://www.kayak.com/New-York-Restaurants-NAYA-Mezze-Grill.100012264.rd.ksp
Bocca Di Bacco (Theatre District - 45th St.),Hell's Kitchen,Italian,$,4.5,4.5,4.5,4.3,190,Moderate,Casual Dining,40.759011,-73.9844722,https://www.kayak.com/New-York-Restaurants-Bocca-Di-Bacco-Theatre-District-45th-St-.100015263.rd.ksp
"Gyu-Kaku - New York, NY | Midtown",Midtown,Japanese,$,4.7,4.7,4.5,4.4,292,Moderate,Casual Elegant,40.7591217,-73.9898914,https://www.kayak.com/New-York-Restaurants-Gyu-Kaku-Midtown.100020366.rd.ksp
Esca,Hell's Kitchen,Italian,$,4.2,4.2,4.2,4,14102,Moderate,Casual Elegant,40.7592099,-73.9926165,https://www.kayak.com/New-York-Restaurants-Esca.100003650.rd.ksp
"Gyu-Kaku - New York, NY | Times Square",Hell's Kitchen,Japanese,$,4.7,4.7,4.7,4.5,232,Moderate,Casual Dining,40.75923,-73.9846345,https://www.kayak.com/New-York-Restaurants-Gyu-Kaku-New-York-NY-Times-Square.101016610.rd.ksp
Under the Bridge,Midtown,Greek,$,4.4,4.4,4.3,4,2455,Moderate,Casual Dining,40.7595821,-73.9622337,https://www.kayak.com/New-York-Restaurants-Under-the-Bridge.100028439.rd.ksp
Mama Mia - 44sw,Hell's Kitchen,Italian,$,4.5,4.5,4.4,4.4,75,Moderate,Casual Dining,40.75972,-73.9919266,https://www.kayak.com/New-York-Restaurants-Mama-Mia-44sw.100005153.rd.ksp
Marseille,Hell's Kitchen,French,$,4.5,4.5,4.6,4.5,798,Moderate,Casual Dining,40.7597501,-73.991404,https://www.kayak.com/New-York-Restaurants-Marseille.100010635.rd.ksp
Scarlatto,Hell's Kitchen,Italian,$,4,4,4,3.8,10693,Moderate,Casual Dining,40.7598975,-73.9865625,https://www.kayak.com/New-York-Restaurants-Scarlatto.100017756.rd.ksp
The Mean Fiddler,Midtown,American,$,4.3,4.3,4.4,4.1,1262,Moderate,Casual Dining,40.7601307,-73.9871355,https://www.kayak.com/New-York-Restaurants-The-Mean-Fiddler.100038712.rd.ksp
5 Napkin Burger - Hell's Kitchen,Hell's Kitchen,Burgers,$,4.7,4.6,4.5,4.4,413,Moderate,Casual Dining,40.7601614,-73.9911074,https://www.kayak.com/New-York-Restaurants-5-Napkin-Burger-Hell-s-Kitchen.100011215.rd.ksp
Blooms Tavern,Midtown,American,$,4.4,4.6,4.4,4.1,14,Moderate,Casual Dining,40.7605255,-73.9665898,https://www.kayak.com/New-York-Restaurants-Blooms-Tavern.100003869.rd.ksp
Obao,Hell's Kitchen,Thaï,$,4.2,4.2,4,4.1,10982,Moderate,Casual Dining,40.7606269,-73.9912736,https://www.kayak.com/New-York-Restaurants-Obao.100017381.rd.ksp
LeGrande Lounge,Midtown,Bar / Lounge / Bottle Service,$,2.9,3.5,3,3,78,Moderate,Casual Dining,40.7607185,-73.9847424,https://www.kayak.com/New-York-Restaurants-LeGrande-Lounge.101005532.rd.ksp
La Pulperia 46th Street,Hell's Kitchen,Latin American,$,4.2,4.2,4.3,4,2205,Moderate,Casual Elegant,40.7609547,-73.9902635,https://www.kayak.com/New-York-Restaurants-La-Pulperia-46th-Street.100035912.rd.ksp
Fogo de Chao - New York,Midtown,Brazilian,$,4.5,4.6,4.5,4.5,614,Moderate,Casual Elegant,40.7611533,-73.9779162,https://www.kayak.com/New-York-Restaurants-Fogo-de-Chao-New-York.101006952.rd.ksp
"Hell's Kitchen - 9th Ave, New York City",Hell's Kitchen,Mexican,$,4.5,4.5,4.4,4.3,2363,Moderate,Casual Dining,40.7611957,-73.9908516,https://www.kayak.com/New-York-Restaurants-Hell-s-Kitchen-9th-Ave-New-York-City.100051708.rd.ksp
Patzeria Family & Friends,Hell's Kitchen,Italian,$,4.4,4.5,4.5,4.1,3545,Moderate,Casual Dining,40.761457,-73.987591,https://www.kayak.com/New-York-Restaurants-Patzeria-Family-Friends.100280586.rd.ksp
Kings of Kobe,Hell's Kitchen,Burgers,$,4.7,4.9,4.3,4.5,15,Moderate,Casual Elegant,40.7614682,-74.0003405,https://www.kayak.com/New-York-Restaurants-Kings-of-Kobe-The-Burger-Hot-Dog-Monarchy.100041578.rd.ksp
Lillie's Times Square,Midtown,American,$,4.3,4,4.1,4.5,4917,Moderate,Casual Dining,40.7615503,-73.9859763,https://www.kayak.com/New-York-Restaurants-Lillie-s-Times-Square.100020098.rd.ksp
Imli urban indian food,Upper East Side,Indian,$,4.4,4.5,4.7,4.5,32,Moderate,Casual Dining,40.7616823,-73.9601642,https://www.kayak.com/New-York-Restaurants-Imli-urban-indian-food.100043698.rd.ksp
Trump Grill,Midtown,American,$,4.4,4.4,4.5,4.5,229,Low,Casual Dining,40.7623774,-73.9739888,https://www.kayak.com/New-York-Restaurants-Trump-Grill.100038309.rd.ksp
PizzArte,Midtown,Italian,$,4.7,4.7,4.7,4.3,168,Moderate,Casual Elegant,40.7629224,-73.9774359,https://www.kayak.com/New-York-Restaurants-PizzArte.100018911.rd.ksp
Haswell Green's,Midtown,American,$,4.6,4.4,4.5,4.7,745,Moderate,Casual Dining,40.762969,-73.98422,https://www.kayak.com/New-York-Restaurants-Haswell-Green-s.100051916.rd.ksp
Maya - New York,Upper East Side,Mexican,$,4.7,4.7,4.6,4.4,224,Moderate,Casual Elegant,40.7631741,-73.9597236,https://www.kayak.com/New-York-Restaurants-Maya-New-York.100011617.rd.ksp
UPPER EAST CAFE,Upper East Side,American,$,4.2,4,4,4,496,Moderate,Casual Dining,40.7634155,-73.9654893,https://www.kayak.com/New-York-Restaurants-UPPER-EAST-CAFE.100041551.rd.ksp
"Benihana - New York, NY",Midtown,Japanese,$,4.3,4.4,4.1,3.9,455,Moderate,Casual Dining,40.7634299,-73.9766652,https://www.kayak.com/New-York-Restaurants-Benihana-New-York.100021502.rd.ksp
Russian Vodka Room,Midtown,Russian,$,4.3,4.3,4.1,4.2,29,Moderate,Casual Elegant,40.7634867,-73.9847984,https://www.kayak.com/New-York-Restaurants-Russian-Vodka-Room.100037974.rd.ksp
Rice N Bean - Hell's Kitchen,Hell's Kitchen,Brazilian,$,4.6,4.6,4.6,4.1,731,Moderate,Casual Dining,40.7635514,-73.992415,https://www.kayak.com/New-York-Restaurants-Rice-N-Bean-Hell-s-Kitchen.100004374.rd.ksp
Rue 57,Midtown,French,$,4.3,4.2,4.2,4.1,17483,Moderate,Casual Dining,40.7640716,-73.97711,https://www.kayak.com/New-York-Restaurants-Rue-57.100018737.rd.ksp
bombay grill house,Hell's Kitchen,Indian,$,4.1,3.9,4.1,3.8,17,Moderate,Casual Dining,40.7641853,-73.988146,https://www.kayak.com/New-York-Restaurants-bombay-grill-house.100033423.rd.ksp
Tony's Di Napoli - Upper East Side,Upper East Side,Italian,$,4.7,4.7,4.6,4.5,410,Moderate,Casual Dining,40.7643584,-73.964245,https://www.kayak.com/New-York-Restaurants-Tony-s-Di-Napoli-Upper-East-Side.100037014.rd.ksp
Da Tommaso NYC,Hell's Kitchen,Italian,$,4.6,4.6,4.7,4.5,110,Moderate,Casual Elegant,40.7646826,-73.9847659,https://www.kayak.com/New-York-Restaurants-Da-Tommaso-NYC.100019662.rd.ksp
Jams - NYC,Midtown,American,$,4.4,4.3,4.2,4.4,5166,Moderate,Casual Elegant,40.7647657,-73.9766475,https://www.kayak.com/New-York-Restaurants-Jams-NYC.100024094.rd.ksp
Two E Bar and Lounge,Upper East Side,Bar / Lounge / Bottle Service,$,4.5,4.3,4.4,4.4,1709,Moderate,Casual Elegant,40.7651828,-73.9718937,https://www.kayak.com/New-York-Restaurants-Two-E-Bar-and-Lounge.100013329.rd.ksp
Tacuba Hell's Kitchen,Hell's Kitchen,Mexican,$,4.7,4.7,4.6,4.5,219,Moderate,Casual Dining,40.7654494,-73.9872699,https://www.kayak.com/New-York-Restaurants-Tacuba-Hell-s-Kitchen.100033088.rd.ksp
Brooklyn Diner,Midtown,American,$,4.3,4.3,4.3,4.2,3225,Moderate,Casual Dining,40.7656073,-73.9808744,https://www.kayak.com/New-York-Restaurants-Brooklyn-Diner.100028168.rd.ksp
Joe G Restaurant,Midtown,Italian,$,4.2,4.1,4.3,3.9,897,Moderate,Casual Elegant,40.765643,-73.983001,https://www.kayak.com/New-York-Restaurants-Joe-G-Restaurant.100019630.rd.ksp
Amaranth,Upper East Side,Mediterranean,$,4.6,4.6,4.6,4.5,224,Moderate,Casual Dining,40.765752,-73.9703344,https://www.kayak.com/New-York-Restaurants-Amaranth.101010807.rd.ksp
Medi Wine Bar & Restaurant,Hell's Kitchen,Mediterranean,$,4.4,4.5,4.4,4.5,85,Moderate,Casual Dining,40.7658333,-73.9875,https://www.kayak.com/New-York-Restaurants-Medi-Wine-Bar.100032971.rd.ksp
La Bergamote - Hell's Kitchen,Hell's Kitchen,French,$,4.6,4.6,4.2,4.2,13,Moderate,Casual Dining,40.766411,-73.991661,https://www.kayak.com/New-York-Restaurants-La-Bergamote-Hell-s-Kitchen.100001029.rd.ksp
Blue Seafood Bar & Restaurant,Hell's Kitchen,Seafood,$,4.6,4.7,4.7,4.5,136,Moderate,Casual Elegant,40.7668916,-73.9861952,https://www.kayak.com/New-York-Restaurants-Blue-Seafood-Bar.100026435.rd.ksp
5 Napkin Burger - Upper East Side,Upper East Side,Burgers,$,4.4,4.3,4.2,4.1,2281,Moderate,Casual Dining,40.7674315,-73.9596625,https://www.kayak.com/New-York-Restaurants-5-Napkin-Burger-Upper-East-Side.100025672.rd.ksp
ABA Turkish Restaurant,Hell's Kitchen,Turkish,$,4.5,4.6,4.4,4.1,69,Moderate,Casual Dining,40.7674386,-73.9839741,https://www.kayak.com/New-York-Restaurants-ABA-Turkish-Restaurant.100020136.rd.ksp
